order_date,sku_id,order_quantity
16-02-2022,3533CA,950
16-02-2022,3512AA,783
16-02-2022,1921AA,1
16-02-2022,2970CA,1
16-02-2022,3345AA,10
16-02-2022,2867AA,26
16-02-2022,1992AA,50
16-02-2022,1921AA,1
16-02-2022,3193AA,137
16-02-2022,1601AA,2
16-02-2022,3448CA,60
16-02-2022,2021CA,27
16-02-2022,3365CA,50
16-02-2022,2060AA,3
16-02-2022,3160BA,2
16-02-2022,2766AA,592
16-02-2022,3084CA,1
16-02-2022,1906CA,3
16-02-2022,3407CA,3
16-02-2022,1009AA,242
16-02-2022,2508BA,1
16-02-2022,3404CA,2
16-02-2022,3533CA,800
16-02-2022,2621AA,1
16-02-2022,3619CA,5880
16-02-2022,1385CA,9
16-02-2022,1906CA,2
16-02-2022,2564BA,95
16-02-2022,2621AA,13
16-02-2022,1499AA,117
17-02-2022,2729AA,230
17-02-2022,1956AA,1
17-02-2022,1990AA,35
17-02-2022,2236CA,1
17-02-2022,3084CA,1
17-02-2022,2016CA,65
17-02-2022,2970CA,4
17-02-2022,3053AA,13
17-02-2022,2013AA,180
17-02-2022,1967BA,221
17-02-2022,3502BA,5
17-02-2022,1445BA,2
17-02-2022,1695CA,1
17-02-2022,1630BA,10
17-02-2022,2515BA,267
17-02-2022,3404CA,3
17-02-2022,3413AA,20
17-02-2022,3462AA,50
17-02-2022,2970CA,1
17-02-2022,1126CA,11
17-02-2022,3079BA,18
17-02-2022,1009AA,151
17-02-2022,1970CA,5
17-02-2022,3407CA,5
17-02-2022,2953CA,1
17-02-2022,2458CA,74
17-02-2022,1077CA,35
17-02-2022,2727CA,8
17-02-2022,1993AA,190
17-02-2022,2013AA,295
17-02-2022,2066AA,3
17-02-2022,2229AA,7
17-02-2022,2337CA,132
17-02-2022,1499CA,1
17-02-2022,2331CA,400
17-02-2022,2953CA,2
17-02-2022,2044CA,5
17-02-2022,1499CA,6
17-02-2022,1630BA,3
17-02-2022,1624AA,1
17-02-2022,2923CA,5
17-02-2022,2013AA,40
17-02-2022,1956AA,1
17-02-2022,3461CA,8
17-02-2022,3551CA,525
17-02-2022,3495CA,15
17-02-2022,1163CA,53
17-02-2022,1624CA,1
18-02-2022,1145BA,100
18-02-2022,2501CA,65
18-02-2022,3533CA,6000
18-02-2022,1445BA,1
18-02-2022,2170BA,4
18-02-2022,2632AA,22
18-02-2022,1130AA,200
18-02-2022,2661CA,27
18-02-2022,3494AA,1
18-02-2022,2054CA,3
18-02-2022,2501CA,421
18-02-2022,1956AA,1
18-02-2022,2923CA,156
18-02-2022,3551CA,1000
18-02-2022,2923CA,99
18-02-2022,3420AA,1
18-02-2022,1479CA,4
18-02-2022,2317CA,3780
18-02-2022,2170BA,2
18-02-2022,1382CA,10
18-02-2022,3358BA,2
18-02-2022,1582CA,1
18-02-2022,1499CA,2
18-02-2022,2291AA,143
18-02-2022,1586CA,150
18-02-2022,3533CA,3000
18-02-2022,3193AA,1
18-02-2022,2953CA,2
18-02-2022,2752AA,193
18-02-2022,3250CA,90
18-02-2022,3358BA,2
18-02-2022,3345AA,5
18-02-2022,1445BA,1
18-02-2022,3079BA,294
19-02-2022,3120BA,4
19-02-2022,3502BA,15
19-02-2022,1497CA,7
19-02-2022,1624AA,5
19-02-2022,3084CA,1
19-02-2022,2236CA,3
19-02-2022,2277AA,674
19-02-2022,2501CA,551
19-02-2022,1009AA,70
19-02-2022,1366BA,1
19-02-2022,2025AA,20
19-02-2022,1907AA,1
19-02-2022,2013AA,60
19-02-2022,2227AA,6
19-02-2022,1163CA,160
19-02-2022,3404CA,30
19-02-2022,2173CA,17
19-02-2022,3610AA,16
19-02-2022,1499CA,2
19-02-2022,3079BA,42
19-02-2022,3616CA,20
19-02-2022,2501CA,140
19-02-2022,2189CA,4
19-02-2022,2060AA,407
19-02-2022,2814BA,435
19-02-2022,2935BA,6
19-02-2022,3003AA,2
19-02-2022,2938CA,21
19-02-2022,3413AA,1
19-02-2022,3193AA,10
19-02-2022,2293AA,37
19-02-2022,2317CA,250
19-02-2022,2935BA,3
19-02-2022,3053AA,39
19-02-2022,3250CA,350
19-02-2022,2291AA,1485
19-02-2022,2555CA,5
19-02-2022,2953CA,1
19-02-2022,2923CA,10
19-02-2022,3138CA,4
20-02-2022,2212AA,5
20-02-2022,1499CA,2
20-02-2022,1385CA,25
20-02-2022,3462AA,50
20-02-2022,1497CA,50
20-02-2022,1379CA,5
20-02-2022,2359CA,965
20-02-2022,2498CA,3
20-02-2022,2315BA,20
20-02-2022,3512AA,2000
20-02-2022,3551CA,20
20-02-2022,2564BA,33
20-02-2022,1908AA,1
20-02-2022,1317CA,1
20-02-2022,3358BA,3
20-02-2022,3556AA,8
20-02-2022,2227AA,11
20-02-2022,1601AA,1
20-02-2022,2200CA,11
20-02-2022,3461CA,10
20-02-2022,1586CA,2
20-02-2022,2255CA,13
20-02-2022,1964BA,395
20-02-2022,1514BA,1
20-02-2022,1145BA,89
20-02-2022,2923CA,5
20-02-2022,1964BA,100
20-02-2022,1511CA,10
20-02-2022,2673BA,368
20-02-2022,2212CA,2
20-02-2022,3610AA,36
20-02-2022,1126CA,120
20-02-2022,2291AA,94
20-02-2022,1601AA,10
20-02-2022,3378CA,1500
20-02-2022,3619CA,1440
20-02-2022,3025CA,2
20-02-2022,3125AA,25
20-02-2022,1630BA,1
20-02-2022,2013AA,95
20-02-2022,1906CA,2
20-02-2022,2621AA,44
20-02-2022,1486CA,5
20-02-2022,1624CA,3
20-02-2022,3448CA,100
21-02-2022,1130AA,544
21-02-2022,2673BA,315
21-02-2022,2265BA,2
21-02-2022,2564BA,92
21-02-2022,1126CA,24048
21-02-2022,2212AA,2
21-02-2022,2938CA,1
21-02-2022,2501CA,62
21-02-2022,3358BA,1
21-02-2022,2970CA,1
21-02-2022,1436BA,10
21-02-2022,2606AA,1
21-02-2022,1330CA,2
21-02-2022,3462AA,250
21-02-2022,2956AA,6
21-02-2022,2227AA,4
21-02-2022,2729AA,50
21-02-2022,3533CA,3000
21-02-2022,3160BA,5
21-02-2022,1445BA,5
21-02-2022,2763CA,1720
21-02-2022,2315BA,63
21-02-2022,3512AA,3060
21-02-2022,2337CA,735
21-02-2022,1695CA,1
21-02-2022,1601AA,1
21-02-2022,2501CA,250
21-02-2022,1385CA,14
21-02-2022,3494AA,50
21-02-2022,2422BA,26
21-02-2022,1445BA,3
21-02-2022,3420AA,2
21-02-2022,1009AA,60
21-02-2022,2766AA,39
21-02-2022,3494AA,50
21-02-2022,2867AA,9
21-02-2022,1971AA,20
21-02-2022,3079BA,24
21-02-2022,2139BA,160
22-02-2022,1130AA,116
22-02-2022,2867AA,31
22-02-2022,2714CA,813
22-02-2022,3177CA,67.5
22-02-2022,1499AA,10
22-02-2022,3551CA,200
22-02-2022,3570CA,12
22-02-2022,2501CA,282
22-02-2022,1681CA,5
22-02-2022,2234AA,4
22-02-2022,2013AA,526.5
22-02-2022,2564BA,80
22-02-2022,2498CA,2
22-02-2022,2513CA,1
22-02-2022,1990AA,27.5
22-02-2022,3160BA,3
22-02-2022,3027CA,2
22-02-2022,2013AA,333
22-02-2022,3576BA,26
22-02-2022,2315BA,180
22-02-2022,3125AA,10
22-02-2022,3407CA,8
22-02-2022,2021CA,11
22-02-2022,1695CA,1
22-02-2022,1083AA,7291
22-02-2022,2923CA,5
22-02-2022,2970CA,2
22-02-2022,3399AA,3
22-02-2022,1994AA,20
22-02-2022,1479CA,3
22-02-2022,1479CA,10
22-02-2022,2223AA,6
22-02-2022,1385CA,4
22-02-2022,1876AA,1
22-02-2022,1953AA,1
23-02-2022,1995AA,1.5
23-02-2022,2025AA,20
23-02-2022,2234AA,3
23-02-2022,3138CA,3
23-02-2022,1906CA,3
23-02-2022,3461CA,3
23-02-2022,2021CA,6
23-02-2022,1255CA,1
23-02-2022,3404CA,19
23-02-2022,1990AA,50
23-02-2022,1964BA,1595
23-02-2022,1130AA,50
23-02-2022,2060AA,11
23-02-2022,1009AA,100
23-02-2022,2763CA,1207
23-02-2022,2953BA,100
23-02-2022,2501CA,92
23-02-2022,2752AA,33
23-02-2022,3345AA,2
23-02-2022,2501CA,209
23-02-2022,2342CA,525
23-02-2022,3512AA,7239
23-02-2022,1214CA,55
23-02-2022,2953BA,200
23-02-2022,2066AA,3
23-02-2022,1695CA,1
23-02-2022,1921AA,1
23-02-2022,2317CA,792
23-02-2022,3138CA,5
23-02-2022,2317CA,355
23-02-2022,3399AA,2
23-02-2022,2498CA,2
23-02-2022,1956AA,1
23-02-2022,1586CA,140
23-02-2022,1499CA,2
23-02-2022,2041CA,6
23-02-2022,2060AA,2
23-02-2022,2487BA,3
23-02-2022,3365CA,20
23-02-2022,3461CA,3
23-02-2022,1970CA,515
23-02-2022,1967BA,350
23-02-2022,2565CA,50
23-02-2022,2621AA,5
24-02-2022,3399AA,3
24-02-2022,3462AA,50
24-02-2022,2173CA,1
24-02-2022,3590BA,7
24-02-2022,3495CA,10
24-02-2022,1497CA,57
24-02-2022,3075AA,1
24-02-2022,1009AA,200
24-02-2022,1009AA,100
24-02-2022,3551CA,74
24-02-2022,2265BA,33
24-02-2022,2021CA,2
24-02-2022,3378CA,3655
24-02-2022,3590BA,4
24-02-2022,1601AA,4
24-02-2022,2115CA,1
24-02-2022,2317CA,224
24-02-2022,2988AA,1
24-02-2022,2013AA,200
24-02-2022,3495CA,10
24-02-2022,1486CA,10
24-02-2022,3250CA,125
24-02-2022,2501CA,284
24-02-2022,3084CA,1
24-02-2022,2229AA,5
24-02-2022,1695CA,1
24-02-2022,1486CA,1
24-02-2022,1436BA,2
24-02-2022,3160BA,3
24-02-2022,1385CA,8
24-02-2022,2053BA,8
24-02-2022,2487BA,6
24-02-2022,3551CA,200
24-02-2022,1967BA,265
24-02-2022,2621AA,242
24-02-2022,2935BA,5
25-02-2022,2234AA,1
25-02-2022,2173CA,4
25-02-2022,1970CA,150
25-02-2022,1995AA,17.5
25-02-2022,1993AA,50
25-02-2022,2021CA,6
25-02-2022,3407CA,1
25-02-2022,2066AA,1
25-02-2022,2498BA,1
25-02-2022,3533CA,2243
25-02-2022,3413AA,1
25-02-2022,3250CA,450
25-02-2022,1964BA,75
25-02-2022,2729AA,55
25-02-2022,3177CA,135
25-02-2022,3160BA,10
25-02-2022,2606AA,3
25-02-2022,2013AA,145
25-02-2022,3590BA,20
25-02-2022,3404CA,5
25-02-2022,1745BA,3
25-02-2022,2013AA,50
25-02-2022,3084CA,1
25-02-2022,2291AA,170
25-02-2022,2938CA,2
25-02-2022,1255CA,1
25-02-2022,1499CA,5
25-02-2022,3461CA,3
25-02-2022,3512AA,3000
25-02-2022,2600BA,6
25-02-2022,1956CA,2
25-02-2022,2767AA,237
25-02-2022,2498CA,2
25-02-2022,3193AA,1
26-02-2022,2923CA,146
26-02-2022,3250CA,200
26-02-2022,2396CA,924
26-02-2022,3576BA,10
26-02-2022,3075AA,4
26-02-2022,3138CA,6
26-02-2022,2785BA,8
26-02-2022,1499CA,1
26-02-2022,3084CA,2
26-02-2022,1967BA,75
26-02-2022,2277AA,198
26-02-2022,1994AA,1.5
26-02-2022,1624CA,1
26-02-2022,2053BA,6
26-02-2022,2255CA,5
26-02-2022,2021CA,12
26-02-2022,1624AA,2
26-02-2022,2317CA,408
